index,true_label,candidate_labels,complementary_label
4886,6,"['trees'; 'household furniture'; 'vehicles 2']",trees
4887,13,"['large omnivores and herbivores'; 'fish'; 'large carnivores']",fish
4888,19,"['medium-sized mammals'; 'food containers'; 'large carnivores']",food containers
4889,19,"['food containers'; 'medium-sized mammals'; 'large carnivores']",food containers
4890,14,"['food containers'; 'people'; 'trees']",food containers
4891,15,"['flowers'; 'trees'; 'medium-sized mammals']",flowers
4892,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
4893,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
4894,5,"['insects'; 'aquatic mammals'; 'small mammals']",insects
4895,13,"['large omnivores and herbivores'; 'large carnivores'; 'fish']",fish
4896,6,"['household furniture'; 'vehicles 2'; 'trees']",Vehicles
4897,14,"['food containers'; 'people'; 'trees']",food containers
4898,18,"['flowers'; 'insects'; 'large man-made outdoor things']",flowers
4899,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
4900,18,"['flowers'; 'large man-made outdoor things'; 'insects']",flowers
4901,12,"['medium-sized mammals'; 'large omnivores and herbivores'; 'food containers']",food containers
4902,5,"['aquatic mammals'; 'small mammals'; 'insects']",aquatic mammals
4903,10,"['large carnivores'; 'household furniture'; 'fruit and vegetables']",household furniture
4904,19,"['large carnivores'; 'food containers'; 'medium-sized mammals']",food containers
4905,7,"['people'; 'non-insect invertebrates'; 'insects']",people
4906,12,"['medium-sized mammals'; 'large omnivores and herbivores'; 'food containers']",food containers
4907,3,"['non-insect invertebrates'; 'fish'; 'vehicles 1']",non-insect invertebrates
4908,3,"['vehicles 1'; 'fish'; 'non-insect invertebrates']",fish
4909,4,"['flowers'; 'household furniture'; 'aquatic mammals']",household furniture
4910,6,"['household furniture'; 'trees'; 'vehicles 2']",trees
4911,18,"['insects'; 'large man-made outdoor things'; 'flowers']",insects
4912,5,"['aquatic mammals'; 'insects'; 'small mammals']",aquatic mammals
4913,6,"['trees'; 'vehicles 2'; 'household furniture']",Vehicles
4914,2,"['food containers'; 'trees'; 'flowers']",food containers
4915,5,"['aquatic mammals'; 'insects'; 'small mammals']",aquatic mammals
4916,5,"['aquatic mammals'; 'insects'; 'small mammals']",aquatic mammals
4917,10,"['fruit and vegetables'; 'large carnivores'; 'household furniture']",fruit and vegetables
4918,11,"['food containers'; 'flowers'; 'large natural outdoor scenes']",flowers
4919,11,"['large natural outdoor scenes'; 'food containers'; 'flowers']",flowers
4920,4,"['household furniture'; 'flowers'; 'aquatic mammals']",aquatic mammals
4921,18,"['large man-made outdoor things'; 'insects'; 'flowers']",flowers
4922,5,"['insects'; 'aquatic mammals'; 'small mammals']",aquatic mammals
4923,19,"['medium-sized mammals'; 'large carnivores'; 'food containers']",food containers
4924,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
4925,19,"['medium-sized mammals'; 'large carnivores'; 'food containers']",food containers
4926,0,"['food containers'; 'aquatic mammals'; 'large carnivores']",food containers
4927,17,"['flowers'; 'fish'; 'insects']",fish
4928,9,"['non-insect invertebrates'; 'household electrical devices'; 'large natural outdoor scenes']",household electrical devices
4929,14,"['people'; 'trees'; 'food containers']",trees
4930,9,"['large natural outdoor scenes'; 'non-insect invertebrates'; 'household electrical devices']",household electrical devices
4931,18,"['insects'; 'flowers'; 'large man-made outdoor things']",flowers
4932,10,"['large carnivores'; 'fruit and vegetables'; 'household furniture']",fruit and vegetables
4933,13,"['large omnivores and herbivores'; 'large carnivores'; 'fish']",large omnivores and herbivores
4934,14,"['food containers'; 'people'; 'trees']",food containers
4935,13,"['fish'; 'large omnivores and herbivores'; 'large carnivores']",fish
4936,17,"['flowers'; 'fish'; 'insects']",fish
4937,13,"['large carnivores'; 'large omnivores and herbivores'; 'fish']",fish
4938,0,"['large carnivores'; 'aquatic mammals'; 'food containers']",food containers
4939,4,"['flowers'; 'household furniture'; 'aquatic mammals']",household furniture
4940,5,"['insects'; 'small mammals'; 'aquatic mammals']",aquatic mammals
4941,19,"['medium-sized mammals'; 'food containers'; 'large carnivores']",food containers
4942,16,"['large man-made outdoor things'; 'large omnivores and herbivores'; 'household furniture']",large man-made outdoor things
4943,8,"['aquatic mammals'; 'vehicles 1'; 'large carnivores']",vehicles 1
4944,1,"['insects'; 'fruit and vegetables'; 'vehicles 2']",insects
4945,4,"['aquatic mammals'; 'household furniture'; 'flowers']",household furniture
4946,11,"['food containers'; 'large natural outdoor scenes'; 'flowers']",flowers
4947,2,"['flowers'; 'food containers'; 'trees']",food containers
4948,9,"['non-insect invertebrates'; 'large natural outdoor scenes'; 'household electrical devices']",non-insect invertebrates
4949,15,"['flowers'; 'medium-sized mammals'; 'trees']",flowers
4950,18,"['insects'; 'large man-made outdoor things'; 'flowers']",insects
4951,12,"['medium-sized mammals'; 'large omnivores and herbivores'; 'food containers']",food containers
4952,7,"['people'; 'insects'; 'non-insect invertebrates']",people
4953,11,"['flowers'; 'large natural outdoor scenes'; 'food containers']",flowers
4954,19,"['large carnivores'; 'food containers'; 'medium-sized mammals']",food containers
4955,19,"['food containers'; 'medium-sized mammals'; 'large carnivores']",food containers
4956,3,"['non-insect invertebrates'; 'vehicles 1'; 'fish']",non-insect invertebrates
4957,18,"['flowers'; 'large man-made outdoor things'; 'insects']",flowers
4958,3,"['fish'; 'vehicles 1'; 'non-insect invertebrates']",fish
4959,1,"['insects'; 'fruit and vegetables'; 'vehicles 2']",Vehicles
4960,3,"['vehicles 1'; 'non-insect invertebrates'; 'fish']",fish
4961,5,"['insects'; 'small mammals'; 'aquatic mammals']",insects
4962,13,"['large carnivores'; 'large omnivores and herbivores'; 'fish']",fish
4963,12,"['large omnivores and herbivores'; 'food containers'; 'medium-sized mammals']",food containers
4964,9,"['non-insect invertebrates'; 'large natural outdoor scenes'; 'household electrical devices']",non-insect invertebrates
4965,2,"['flowers'; 'trees'; 'food containers']",food containers
4966,7,"['non-insect invertebrates'; 'insects'; 'people']",non-insect invertebrates
4967,16,"['large man-made outdoor things'; 'large omnivores and herbivores'; 'household furniture']",large man-made outdoor things
4968,3,"['vehicles 1'; 'non-insect invertebrates'; 'fish']",fish
4969,1,"['fruit and vegetables'; 'vehicles 2'; 'insects']",vehicles 2
4970,1,"['insects'; 'vehicles 2'; 'fruit and vegetables']",Vehicles
4971,17,"['fish'; 'flowers'; 'insects']",fish
4972,3,"['fish'; 'vehicles 1'; 'non-insect invertebrates']",vehicles 1
4973,16,"['large man-made outdoor things'; 'household furniture'; 'large omnivores and herbivores']",large omnivores and herbivores
4974,10,"['household furniture'; 'large carnivores'; 'fruit and vegetables']",household furniture
4975,9,"['non-insect invertebrates'; 'large natural outdoor scenes'; 'household electrical devices']",non-insect invertebrates
4976,13,"['large omnivores and herbivores'; 'fish'; 'large carnivores']",fish
4977,16,"['large omnivores and herbivores'; 'household furniture'; 'large man-made outdoor things']",household furniture
4978,7,"['insects'; 'non-insect invertebrates'; 'people']",people
4979,14,"['people'; 'trees'; 'food containers']",trees
4980,17,"['fish'; 'flowers'; 'insects']",fish
4981,14,"['people'; 'food containers'; 'trees']",food containers
4982,9,"['household electrical devices'; 'non-insect invertebrates'; 'large natural outdoor scenes']",household electrical devices
4983,19,"['medium-sized mammals'; 'large carnivores'; 'food containers']",food containers
4984,11,"['large natural outdoor scenes'; 'flowers'; 'food containers']",flowers
4985,4,"['flowers'; 'household furniture'; 'aquatic mammals']",flowers
4986,3,"['fish'; 'non-insect invertebrates'; 'vehicles 1']",fish
4987,1,"['fruit and vegetables'; 'insects'; 'vehicles 2']",Vehicles
4988,6,"['household furniture'; 'trees'; 'vehicles 2']",trees
4989,6,"['trees'; 'vehicles 2'; 'household furniture']",Vehicles
4990,4,"['household furniture'; 'aquatic mammals'; 'flowers']",aquatic mammals
4991,4,"['aquatic mammals'; 'household furniture'; 'flowers']",aquatic mammals
4992,5,"['aquatic mammals'; 'insects'; 'small mammals']",aquatic mammals
4993,11,"['food containers'; 'flowers'; 'large natural outdoor scenes']",flowers
4994,14,"['food containers'; 'people'; 'trees']",trees
4995,1,"['insects'; 'fruit and vegetables'; 'vehicles 2']",Vehicles
4996,12,"['large omnivores and herbivores'; 'medium-sized mammals'; 'food containers']",large omnivores and herbivores
4997,18,"['flowers'; 'insects'; 'large man-made outdoor things']",flowers
4998,10,"['large carnivores'; 'household furniture'; 'fruit and vegetables']",household furniture
4999,5,"['small mammals'; 'insects'; 'aquatic mammals']",aquatic mammals
5000,8,"['aquatic mammals'; 'large carnivores'; 'vehicles 1']",Vehicles
5001,18,"['large man-made outdoor things'; 'insects'; 'flowers']",flowers
5002,6,"['trees'; 'vehicles 2'; 'household furniture']",vehicles 2
5003,0,"['aquatic mammals'; 'large carnivores'; 'food containers']",food containers
5004,3,"['fish'; 'vehicles 1'; 'non-insect invertebrates']",fish
5005,9,"['household electrical devices'; 'non-insect invertebrates'; 'large natural outdoor scenes']",household electrical devices
5006,4,"['aquatic mammals'; 'flowers'; 'household furniture']",aquatic mammals
5007,3,"['fish'; 'vehicles 1'; 'non-insect invertebrates']",fish
5008,10,"['fruit and vegetables'; 'household furniture'; 'large carnivores']",fruit and vegetables
5009,19,"['large carnivores'; 'medium-sized mammals'; 'food containers']",large carnivores
5010,18,"['large man-made outdoor things'; 'flowers'; 'insects']",flowers
5011,19,"['medium-sized mammals'; 'food containers'; 'large carnivores']",food containers
5012,7,"['non-insect invertebrates'; 'insects'; 'people']",non-insect invertebrates
5013,6,"['household furniture'; 'trees'; 'vehicles 2']",trees
5014,0,"['food containers'; 'large carnivores'; 'aquatic mammals']",food containers
5015,15,"['trees'; 'flowers'; 'medium-sized mammals']",trees
5016,1,"['insects'; 'vehicles 2'; 'fruit and vegetables']",insects
5017,12,"['large omnivores and herbivores'; 'medium-sized mammals'; 'food containers']",large omnivores and herbivores
5018,4,"['flowers'; 'aquatic mammals'; 'household furniture']",aquatic mammals
5019,14,"['food containers'; 'trees'; 'people']",trees
5020,17,"['insects'; 'fish'; 'flowers']",flowers
5021,5,"['aquatic mammals'; 'small mammals'; 'insects']",aquatic mammals
5022,4,"['household furniture'; 'flowers'; 'aquatic mammals']",aquatic mammals
5023,7,"['non-insect invertebrates'; 'people'; 'insects']",people
5024,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
5025,19,"['food containers'; 'large carnivores'; 'medium-sized mammals']",food containers
5026,10,"['large carnivores'; 'fruit and vegetables'; 'household furniture']",fruit and vegetables
5027,12,"['large omnivores and herbivores'; 'medium-sized mammals'; 'food containers']",food containers
5028,14,"['people'; 'food containers'; 'trees']",food containers
5029,11,"['food containers'; 'flowers'; 'large natural outdoor scenes']",flowers
5030,17,"['flowers'; 'insects'; 'fish']",fish
5031,2,"['flowers'; 'food containers'; 'trees']",food containers
5032,7,"['non-insect invertebrates'; 'people'; 'insects']",people
5033,18,"['insects'; 'large man-made outdoor things'; 'flowers']",insects
5034,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
5035,8,"['large carnivores'; 'aquatic mammals'; 'vehicles 1']",Vehicles
5036,2,"['trees'; 'flowers'; 'food containers']",food containers
5037,9,"['household electrical devices'; 'non-insect invertebrates'; 'large natural outdoor scenes']",household electrical devices
5038,12,"['medium-sized mammals'; 'large omnivores and herbivores'; 'food containers']",food containers
5039,14,"['food containers'; 'trees'; 'people']",trees
5040,19,"['food containers'; 'large carnivores'; 'medium-sized mammals']",food containers
5041,2,"['trees'; 'food containers'; 'flowers']",trees
5042,19,"['large carnivores'; 'medium-sized mammals'; 'food containers']",food containers
5043,12,"['medium-sized mammals'; 'food containers'; 'large omnivores and herbivores']",food containers
5044,12,"['food containers'; 'large omnivores and herbivores'; 'medium-sized mammals']",large omnivores and herbivores
5045,15,"['trees'; 'medium-sized mammals'; 'flowers']",trees
5046,11,"['flowers'; 'large natural outdoor scenes'; 'food containers']",flowers
5047,3,"['fish'; 'non-insect invertebrates'; 'vehicles 1']",fish
5048,19,"['medium-sized mammals'; 'food containers'; 'large carnivores']",food containers
5049,14,"['food containers'; 'trees'; 'people']",trees
5050,5,"['aquatic mammals'; 'small mammals'; 'insects']",aquatic mammals
5051,18,"['insects'; 'flowers'; 'large man-made outdoor things']",flowers
5052,5,"['insects'; 'aquatic mammals'; 'small mammals']",aquatic mammals
5053,19,"['food containers'; 'medium-sized mammals'; 'large carnivores']",food containers
5054,0,"['large carnivores'; 'food containers'; 'aquatic mammals']",food containers
5055,15,"['medium-sized mammals'; 'trees'; 'flowers']",trees
5056,19,"['medium-sized mammals'; 'food containers'; 'large carnivores']",food containers
5057,6,"['vehicles 2'; 'household furniture'; 'trees']",trees
5058,18,"['insects'; 'flowers'; 'large man-made outdoor things']",flowers
5059,1,"['insects'; 'vehicles 2'; 'fruit and vegetables']",Vehicles
5060,7,"['people'; 'non-insect invertebrates'; 'insects']",people
5061,10,"['household furniture'; 'large carnivores'; 'fruit and vegetables']",household furniture
5062,10,"['household furniture'; 'fruit and vegetables'; 'large carnivores']",household furniture
5063,14,"['food containers'; 'trees'; 'people']",trees
5064,12,"['medium-sized mammals'; 'large omnivores and herbivores'; 'food containers']",food containers
5065,8,"['aquatic mammals'; 'large carnivores'; 'vehicles 1']",Vehicles
5066,13,"['large carnivores'; 'fish'; 'large omnivores and herbivores']",Large omnivores
5067,16,"['large omnivores and herbivores'; 'large man-made outdoor things'; 'household furniture']",household furniture
5068,11,"['flowers'; 'large natural outdoor scenes'; 'food containers']",flowers
5069,9,"['non-insect invertebrates'; 'household electrical devices'; 'large natural outdoor scenes']",household electrical devices
5070,18,"['large man-made outdoor things'; 'insects'; 'flowers']",flowers
5071,2,"['flowers'; 'food containers'; 'trees']",food containers
5072,2,"['flowers'; 'trees'; 'food containers']",food containers
