index,true_label,candidate_labels,complementary_label
4886,6,"['flowers'; 'aquatic mammals']",flowers
4887,13,"['aquatic mammals'; 'household electrical devices']",household electrical devices
4888,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
4889,19,"['vehicles 2'; 'large omnivores and herbivores']",Vehicles
4890,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
4891,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
4892,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
4893,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
4894,5,"['fish'; 'non-insect invertebrates']",non-insect invertebrates
4895,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
4896,6,"['flowers'; 'aquatic mammals']",aquatic mammals
4897,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",large natural outdoor scenes
4898,18,"['food containers'; 'medium-sized mammals']",food containers
4899,0,"['aquatic mammals'; 'food containers']",food containers
4900,18,"['medium-sized mammals'; 'food containers']",food containers
4901,12,"['large carnivores'; 'vehicles 1']",Vehicles
4902,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
4903,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
4904,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
4905,7,"['household furniture'; 'insects']",household furniture
4906,12,"['large carnivores'; 'vehicles 1']",Vehicles
4907,3,"['trees'; 'food containers']",trees
4908,3,"['trees'; 'food containers']",trees
4909,4,"['vehicles 1'; 'flowers']",flowers
4910,6,"['aquatic mammals'; 'flowers']",aquatic mammals
4911,18,"['food containers'; 'medium-sized mammals']",food containers
4912,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
4913,6,"['aquatic mammals'; 'flowers']",aquatic mammals
4914,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
4915,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
4916,5,"['fish'; 'non-insect invertebrates']",fish
4917,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
4918,11,"['insects'; 'people']",insects
4919,11,"['people'; 'insects']",insects
4920,4,"['vehicles 1'; 'flowers']",vehicles 1
4921,18,"['medium-sized mammals'; 'food containers']",food containers
4922,5,"['fish'; 'non-insect invertebrates']",fish
4923,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
4924,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
4925,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
4926,0,"['aquatic mammals'; 'food containers']",aquatic mammals
4927,17,"['flowers'; 'food containers']",food containers
4928,9,"['household furniture'; 'trees']",household furniture
4929,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
4930,9,"['household furniture'; 'trees']",household furniture
4931,18,"['medium-sized mammals'; 'food containers']",food containers
4932,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
4933,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
4934,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
4935,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
4936,17,"['food containers'; 'flowers']",flowers
4937,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
4938,0,"['aquatic mammals'; 'food containers']",food containers
4939,4,"['vehicles 1'; 'flowers']",Vehicles
4940,5,"['fish'; 'non-insect invertebrates']",fish
4941,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
4942,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
4943,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
4944,1,"['large carnivores'; 'insects']",insects
4945,4,"['vehicles 1'; 'flowers']",Vehicles
4946,11,"['insects'; 'people']",insects
4947,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
4948,9,"['household furniture'; 'trees']",household furniture
4949,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
4950,18,"['medium-sized mammals'; 'food containers']",food containers
4951,12,"['large carnivores'; 'vehicles 1']",Vehicles
4952,7,"['household furniture'; 'insects']",household furniture
4953,11,"['people'; 'insects']",insects
4954,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
4955,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
4956,3,"['trees'; 'food containers']",food containers
4957,18,"['food containers'; 'medium-sized mammals']",food containers
4958,3,"['trees'; 'food containers']",trees
4959,1,"['insects'; 'large carnivores']",insects
4960,3,"['food containers'; 'trees']",trees
4961,5,"['fish'; 'non-insect invertebrates']",fish
4962,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
4963,12,"['vehicles 1'; 'large carnivores']",Vehicles
4964,9,"['household furniture'; 'trees']",trees
4965,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
4966,7,"['insects'; 'household furniture']",Furniture
4967,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
4968,3,"['trees'; 'food containers']",food containers
4969,1,"['insects'; 'large carnivores']",insects
4970,1,"['large carnivores'; 'insects']",insects
4971,17,"['flowers'; 'food containers']",flowers
4972,3,"['food containers'; 'trees']",trees
4973,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
4974,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
4975,9,"['household furniture'; 'trees']",trees
4976,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
4977,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
4978,7,"['insects'; 'household furniture']",Furniture
4979,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",large natural outdoor scenes
4980,17,"['food containers'; 'flowers']",food containers
4981,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
4982,9,"['household furniture'; 'trees']",household furniture
4983,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
4984,11,"['people'; 'insects']",insects
4985,4,"['flowers'; 'vehicles 1']",flowers
4986,3,"['food containers'; 'trees']",trees
4987,1,"['large carnivores'; 'insects']",insects
4988,6,"['aquatic mammals'; 'flowers']",aquatic mammals
4989,6,"['aquatic mammals'; 'flowers']",aquatic mammals
4990,4,"['vehicles 1'; 'flowers']",Vehicles
4991,4,"['vehicles 1'; 'flowers']",flowers
4992,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
4993,11,"['insects'; 'people']",insects
4994,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
4995,1,"['insects'; 'large carnivores']",insects
4996,12,"['vehicles 1'; 'large carnivores']",vehicles 1
4997,18,"['food containers'; 'medium-sized mammals']",food containers
4998,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
4999,5,"['fish'; 'non-insect invertebrates']",fish
5000,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
5001,18,"['medium-sized mammals'; 'food containers']",food containers
5002,6,"['aquatic mammals'; 'flowers']",aquatic mammals
5003,0,"['aquatic mammals'; 'food containers']",food containers
5004,3,"['food containers'; 'trees']",trees
5005,9,"['trees'; 'household furniture']",trees
5006,4,"['flowers'; 'vehicles 1']",Vehicles
5007,3,"['trees'; 'food containers']",trees
5008,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
5009,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
5010,18,"['medium-sized mammals'; 'food containers']",food containers
5011,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
5012,7,"['household furniture'; 'insects']",household furniture
5013,6,"['flowers'; 'aquatic mammals']",flowers
5014,0,"['aquatic mammals'; 'food containers']",food containers
5015,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
5016,1,"['large carnivores'; 'insects']",insects
5017,12,"['vehicles 1'; 'large carnivores']",Vehicles
5018,4,"['vehicles 1'; 'flowers']",vehicles 1
5019,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
5020,17,"['food containers'; 'flowers']",flowers
5021,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
5022,4,"['vehicles 1'; 'flowers']",Vehicles
5023,7,"['household furniture'; 'insects']",household furniture
5024,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
5025,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
5026,10,"['trees'; 'non-insect invertebrates']",non-insect invertebrates
5027,12,"['vehicles 1'; 'large carnivores']",Vehicles
5028,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
5029,11,"['people'; 'insects']",insects
5030,17,"['flowers'; 'food containers']",flowers
5031,2,"['fruit and vegetables'; 'insects']",insects
5032,7,"['household furniture'; 'insects']",household furniture
5033,18,"['food containers'; 'medium-sized mammals']",food containers
5034,0,"['food containers'; 'aquatic mammals']",aquatic mammals
5035,8,"['small mammals'; 'aquatic mammals']",aquatic mammals
5036,2,"['fruit and vegetables'; 'insects']",insects
5037,9,"['household furniture'; 'trees']",household furniture
5038,12,"['large carnivores'; 'vehicles 1']",vehicles 1
5039,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
5040,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
5041,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
5042,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
5043,12,"['large carnivores'; 'vehicles 1']",vehicles 1
5044,12,"['vehicles 1'; 'large carnivores']",vehicles 1
5045,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
5046,11,"['people'; 'insects']",insects
5047,3,"['trees'; 'food containers']",trees
5048,19,"['large omnivores and herbivores'; 'vehicles 2']",Vehicles
5049,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
5050,5,"['fish'; 'non-insect invertebrates']",fish
5051,18,"['food containers'; 'medium-sized mammals']",food containers
5052,5,"['fish'; 'non-insect invertebrates']",fish
5053,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
5054,0,"['food containers'; 'aquatic mammals']",food containers
5055,15,"['large carnivores'; 'fruit and vegetables']",fruit and vegetables
5056,19,"['vehicles 2'; 'large omnivores and herbivores']",large omnivores and herbivores
5057,6,"['aquatic mammals'; 'flowers']",aquatic mammals
5058,18,"['medium-sized mammals'; 'food containers']",food containers
5059,1,"['insects'; 'large carnivores']",insects
5060,7,"['household furniture'; 'insects']",household furniture
5061,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
5062,10,"['non-insect invertebrates'; 'trees']",non-insect invertebrates
5063,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
5064,12,"['vehicles 1'; 'large carnivores']",Vehicles
5065,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
5066,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
5067,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
5068,11,"['people'; 'insects']",insects
5069,9,"['trees'; 'household furniture']",trees
5070,18,"['food containers'; 'medium-sized mammals']",food containers
5071,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
5072,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
5073,2,"['fruit and vegetables'; 'insects']",fruit and vegetables
5074,13,"['aquatic mammals'; 'household electrical devices']",aquatic mammals
5075,10,"['trees'; 'non-insect invertebrates']",trees
5076,12,"['vehicles 1'; 'large carnivores']",Vehicles
5077,4,"['vehicles 1'; 'flowers']",vehicles 1
5078,14,"['large natural outdoor scenes'; 'non-insect invertebrates']",non-insect invertebrates
5079,12,"['vehicles 1'; 'large carnivores']",vehicles 1
5080,6,"['aquatic mammals'; 'flowers']",aquatic mammals
5081,11,"['people'; 'insects']",insects
5082,4,"['flowers'; 'vehicles 1']",Vehicles
5083,18,"['food containers'; 'medium-sized mammals']",food containers
5084,7,"['household furniture'; 'insects']",household furniture
5085,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
5086,1,"['insects'; 'large carnivores']",insects
5087,7,"['insects'; 'household furniture']",Furniture
5088,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
5089,19,"['large omnivores and herbivores'; 'vehicles 2']",large omnivores and herbivores
5090,9,"['trees'; 'household furniture']",household furniture
5091,9,"['trees'; 'household furniture']",household furniture
5092,8,"['aquatic mammals'; 'small mammals']",aquatic mammals
5093,12,"['large carnivores'; 'vehicles 1']",Vehicles
5094,2,"['insects'; 'fruit and vegetables']",fruit and vegetables
5095,0,"['food containers'; 'aquatic mammals']",food containers
5096,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
5097,17,"['food containers'; 'flowers']",food containers
5098,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
5099,15,"['fruit and vegetables'; 'large carnivores']",fruit and vegetables
5100,0,"['food containers'; 'aquatic mammals']",food containers
5101,9,"['household furniture'; 'trees']",trees
5102,5,"['non-insect invertebrates'; 'fish']",non-insect invertebrates
5103,16,"['household furniture'; 'large natural outdoor scenes']",household furniture
5104,16,"['large natural outdoor scenes'; 'household furniture']",household furniture
5105,11,"['people'; 'insects']",insects
5106,6,"['aquatic mammals'; 'flowers']",aquatic mammals
5107,1,"['large carnivores'; 'insects']",insects
5108,18,"['medium-sized mammals'; 'food containers']",food containers
5109,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
5110,12,"['large carnivores'; 'vehicles 1']",large carnivores
5111,9,"['trees'; 'household furniture']",household furniture
5112,18,"['medium-sized mammals'; 'food containers']",food containers
5113,11,"['people'; 'insects']",insects
5114,0,"['aquatic mammals'; 'food containers']",aquatic mammals
5115,13,"['household electrical devices'; 'aquatic mammals']",household electrical devices
5116,6,"['flowers'; 'aquatic mammals']",aquatic mammals
5117,14,"['non-insect invertebrates'; 'large natural outdoor scenes']",non-insect invertebrates
5118,2,"['insects'; 'fruit and vegetables']",insects
5119,5,"['fish'; 'non-insect invertebrates']",fish
