index,true_label,candidate_labels,complementary_label
3317,8,"['na'; 'tsu'; 're'; 'ma'; 'su'; 'ki'; 'wo'; 'ha']",na
3318,5,"['ha'; 'tsu'; 'ki'; 'na'; 'wo'; 'ya'; 're'; 'o']",na
3319,8,"['su'; 'tsu'; 'wo'; 'ki'; 'ma'; 'ha'; 're'; 'na']",na
3320,3,"['o'; 'su'; 'tsu'; 'ki'; 'na'; 'ma'; 'ya'; 'ha']",na
3321,4,"['tsu'; 'su'; 're'; 'ha'; 'ya'; 'ki'; 'ma'; 'o']",o
3322,8,"['ki'; 'su'; 'tsu'; 're'; 'na'; 'ma'; 'ha'; 'wo']",ki
3323,3,"['su'; 'o'; 'na'; 'ya'; 'ki'; 'ma'; 'ha'; 'tsu']",su
3324,6,"['ya'; 'su'; 'ki'; 're'; 'ha'; 'na'; 'tsu'; 'ma']",su
3325,5,"['na'; 'tsu'; 'ha'; 'wo'; 'o'; 're'; 'ya'; 'ki']",na
3326,4,"['ma'; 'su'; 'o'; 're'; 'ki'; 'tsu'; 'ha'; 'ya']",su
3327,7,"['su'; 'ya'; 'wo'; 'o'; 'ki'; 're'; 'tsu'; 'ha']",ha
3328,7,"['ha'; 'wo'; 'su'; 'o'; 'ki'; 're'; 'tsu'; 'ya']",su
3329,0,"['o'; 'ha'; 'ma'; 'na'; 'wo'; 're'; 'su'; 'ki']",na
3330,7,"['wo'; 'tsu'; 're'; 'su'; 'o'; 'ya'; 'ki'; 'ha']",ha
3331,0,"['ki'; 'ha'; 'o'; 'wo'; 'su'; 're'; 'na'; 'ma']",na
3332,7,"['re'; 'tsu'; 'o'; 'ya'; 'ha'; 'wo'; 'su'; 'ki']",tsu
3333,4,"['ha'; 'ya'; 'ma'; 'o'; 're'; 'su'; 'ki'; 'tsu']",su
3334,6,"['re'; 'tsu'; 'na'; 'ya'; 'ma'; 'ki'; 'su'; 'ha']",ha
3335,5,"['wo'; 'na'; 'ya'; 'ki'; 'tsu'; 're'; 'ha'; 'o']",na
3336,4,"['tsu'; 'su'; 're'; 'ma'; 'ki'; 'ya'; 'o'; 'ha']",ha
3337,7,"['o'; 'wo'; 'ya'; 'su'; 'ki'; 'tsu'; 're'; 'ha']",ha
3338,2,"['tsu'; 're'; 'na'; 'ma'; 'ya'; 'ha'; 'wo'; 'o']",na
3339,8,"['ma'; 'na'; 'wo'; 'ki'; 'su'; 'tsu'; 're'; 'ha']",na
3340,4,"['ya'; 'o'; 'su'; 're'; 'ha'; 'ma'; 'ki'; 'tsu']",su
3341,9,"['ki'; 'na'; 'ha'; 'ma'; 'o'; 'tsu'; 'wo'; 'su']",tsu
3342,9,"['tsu'; 'ma'; 'na'; 'ha'; 'o'; 'wo'; 'ki'; 'su']",na
3343,9,"['o'; 'su'; 'ma'; 'tsu'; 'wo'; 'na'; 'ki'; 'ha']",ha
3344,1,"['ya'; 're'; 'o'; 'ma'; 'na'; 'ki'; 'wo'; 'ha']",na
3345,3,"['ki'; 'ya'; 'tsu'; 'ma'; 'o'; 'su'; 'na'; 'ha']",tsu
3346,1,"['ha'; 'ma'; 'na'; 'wo'; 'o'; 'ya'; 're'; 'ki']",re
3347,9,"['ha'; 'wo'; 'na'; 'o'; 'ma'; 'su'; 'tsu'; 'ki']",na
3348,5,"['ha'; 'na'; 'o'; 're'; 'wo'; 'ki'; 'tsu'; 'ya']",na
3349,5,"['ya'; 'tsu'; 'o'; 'ki'; 'wo'; 're'; 'na'; 'ha']",tsu
3350,4,"['o'; 're'; 'ha'; 'su'; 'tsu'; 'ki'; 'ya'; 'ma']",re
3351,0,"['wo'; 're'; 'ma'; 'o'; 'ha'; 'su'; 'ki'; 'na']",na
3352,5,"['ha'; 're'; 'o'; 'na'; 'wo'; 'tsu'; 'ki'; 'ya']",tsu
3353,2,"['na'; 'ha'; 'tsu'; 're'; 'wo'; 'o'; 'ya'; 'ma']",tsu
3354,5,"['re'; 'na'; 'o'; 'wo'; 'tsu'; 'ha'; 'ki'; 'ya']",tsu
3355,0,"['ma'; 'su'; 'o'; 'wo'; 're'; 'ki'; 'na'; 'ha']",na
3356,6,"['na'; 're'; 'ha'; 'ya'; 'tsu'; 'ki'; 'su'; 'ma']",tsu
3357,3,"['ki'; 'tsu'; 'su'; 'ya'; 'ha'; 'o'; 'na'; 'ma']",tsu
3358,6,"['re'; 'ma'; 'tsu'; 'na'; 'ha'; 'ki'; 'ya'; 'su']",tsu
3359,6,"['ma'; 're'; 'su'; 'ha'; 'ya'; 'ki'; 'na'; 'tsu']",su
3360,1,"['ya'; 'ki'; 'wo'; 'na'; 'ha'; 're'; 'o'; 'ma']",ki
3361,0,"['su'; 're'; 'o'; 'ki'; 'ma'; 'wo'; 'na'; 'ha']",na
3362,0,"['na'; 'ki'; 'ma'; 'o'; 'ha'; 'wo'; 'su'; 're']",na
3363,4,"['tsu'; 'su'; 'o'; 'ki'; 'ya'; 'ma'; 're'; 'ha']",tsu
3364,4,"['ya'; 'ha'; 'tsu'; 're'; 'ki'; 'ma'; 'o'; 'su']",tsu
3365,9,"['su'; 'ma'; 'o'; 'wo'; 'ki'; 'ha'; 'tsu'; 'na']",su
3366,7,"['wo'; 'tsu'; 'ya'; 're'; 'su'; 'ha'; 'o'; 'ki']",tsu
3367,0,"['su'; 'wo'; 'na'; 're'; 'ki'; 'o'; 'ma'; 'ha']",na
3368,1,"['wo'; 'ma'; 'o'; 'ha'; 're'; 'ya'; 'ki'; 'na']",na
3369,0,"['ha'; 'na'; 'ma'; 're'; 'ki'; 'o'; 'su'; 'wo']",na
3370,3,"['su'; 'ma'; 'ha'; 'tsu'; 'na'; 'o'; 'ki'; 'ya']",na
3371,5,"['na'; 're'; 'ha'; 'wo'; 'o'; 'ya'; 'ki'; 'tsu']",tsu
3372,7,"['ki'; 'tsu'; 'ha'; 'o'; 'su'; 're'; 'wo'; 'ya']",tsu
3373,5,"['na'; 're'; 'tsu'; 'ki'; 'wo'; 'ha'; 'o'; 'ya']",ha
3374,4,"['ya'; 'o'; 'ki'; 'su'; 'ma'; 're'; 'ha'; 'tsu']",su
3375,4,"['ma'; 'su'; 're'; 'ya'; 'tsu'; 'ki'; 'ha'; 'o']",su
3376,6,"['ki'; 're'; 'ha'; 'na'; 'ma'; 'ya'; 'su'; 'tsu']",ki
3377,7,"['ya'; 'su'; 're'; 'ki'; 'tsu'; 'o'; 'ha'; 'wo']",su
3378,3,"['su'; 'ya'; 'tsu'; 'ki'; 'o'; 'ma'; 'ha'; 'na']",na
3379,9,"['ma'; 'ha'; 'na'; 'tsu'; 'o'; 'ki'; 'su'; 'wo']",na
3380,1,"['ki'; 'wo'; 'na'; 'ya'; 'o'; 're'; 'ma'; 'ha']",na
3381,4,"['tsu'; 'ha'; 'ya'; 'ma'; 'su'; 're'; 'ki'; 'o']",ha
3382,0,"['na'; 're'; 'su'; 'o'; 'ha'; 'ki'; 'ma'; 'wo']",na
3383,5,"['o'; 'na'; 'ha'; 'tsu'; 'ki'; 'ya'; 'wo'; 're']",na
3384,0,"['ki'; 'ha'; 'ma'; 'wo'; 'o'; 'su'; 'na'; 're']",na
3385,7,"['wo'; 'ki'; 'su'; 'ha'; 'o'; 'tsu'; 'ya'; 're']",su
3386,7,"['re'; 'ha'; 'ya'; 'ki'; 'tsu'; 'o'; 'su'; 'wo']",tsu
3387,7,"['re'; 'ki'; 'su'; 'o'; 'ha'; 'wo'; 'ya'; 'tsu']",su
3388,1,"['o'; 're'; 'ya'; 'ki'; 'na'; 'wo'; 'ha'; 'ma']",ki
3389,3,"['ki'; 'o'; 'ya'; 'su'; 'ma'; 'na'; 'ha'; 'tsu']",su
3390,2,"['ma'; 'tsu'; 'o'; 'na'; 'wo'; 're'; 'ya'; 'ha']",ha
3391,8,"['ma'; 'ki'; 'na'; 'su'; 're'; 'tsu'; 'wo'; 'ha']",ki
3392,3,"['ki'; 'ma'; 'tsu'; 'ya'; 'na'; 'su'; 'o'; 'ha']",na
3393,5,"['ya'; 'ki'; 'ha'; 'o'; 're'; 'na'; 'tsu'; 'wo']",tsu
3394,3,"['ki'; 'o'; 'na'; 'su'; 'ya'; 'ha'; 'ma'; 'tsu']",su
3395,6,"['tsu'; 'ha'; 're'; 'ki'; 'na'; 'ma'; 'su'; 'ya']",ha
3396,1,"['wo'; 'ki'; 'ma'; 'na'; 're'; 'o'; 'ha'; 'ya']",ki
3397,6,"['ki'; 'na'; 'su'; 'tsu'; 'ya'; 'ha'; 'ma'; 're']",na
3398,3,"['ma'; 'ki'; 'tsu'; 'ya'; 'ha'; 'o'; 'na'; 'su']",ki
3399,8,"['su'; 'tsu'; 'ki'; 'wo'; 're'; 'na'; 'ma'; 'ha']",na
3400,3,"['ki'; 'tsu'; 'ya'; 'ha'; 'o'; 'na'; 'su'; 'ma']",tsu
3401,1,"['o'; 'ya'; 're'; 'ki'; 'na'; 'wo'; 'ma'; 'ha']",ha
3402,4,"['ki'; 'ma'; 'o'; 'ya'; 're'; 'tsu'; 'ha'; 'su']",tsu
3403,3,"['na'; 'ma'; 'o'; 'ha'; 'ki'; 'ya'; 'tsu'; 'su']",tsu
3404,2,"['tsu'; 'ha'; 'o'; 'wo'; 'ya'; 'ma'; 'na'; 're']",na
3405,1,"['na'; 're'; 'ma'; 'ya'; 'ki'; 'wo'; 'o'; 'ha']",na
3406,1,"['ya'; 'wo'; 'ma'; 'na'; 'o'; 'ki'; 'ha'; 're']",na
3407,6,"['re'; 'na'; 'ki'; 'tsu'; 'ya'; 'ma'; 'su'; 'ha']",tsu
3408,0,"['o'; 're'; 'na'; 'su'; 'ki'; 'wo'; 'ha'; 'ma']",na
3409,3,"['o'; 'su'; 'ya'; 'ki'; 'ha'; 'na'; 'ma'; 'tsu']",su
3410,4,"['ya'; 'tsu'; 'ma'; 'su'; 're'; 'ki'; 'ha'; 'o']",ha
3411,0,"['o'; 'ki'; 'wo'; 're'; 'su'; 'ma'; 'ha'; 'na']",na
3412,3,"['o'; 'su'; 'ki'; 'na'; 'tsu'; 'ha'; 'ma'; 'ya']",na
3413,5,"['ki'; 're'; 'wo'; 'tsu'; 'na'; 'ya'; 'ha'; 'o']",tsu
3414,6,"['su'; 'ya'; 'tsu'; 'ki'; 'ha'; 'ma'; 'na'; 're']",su
3415,1,"['ki'; 'na'; 'o'; 'ma'; 're'; 'ya'; 'ha'; 'wo']",na
3416,8,"['su'; 'ki'; 'tsu'; 'ha'; 'ma'; 'wo'; 're'; 'na']",ki
3417,1,"['ha'; 're'; 'ki'; 'wo'; 'ya'; 'o'; 'na'; 'ma']",na
3418,4,"['tsu'; 'su'; 'ya'; 'o'; 're'; 'ma'; 'ki'; 'ha']",ha
3419,2,"['re'; 'o'; 'ya'; 'na'; 'tsu'; 'ha'; 'ma'; 'wo']",tsu
3420,5,"['tsu'; 're'; 'na'; 'ki'; 'ha'; 'ya'; 'o'; 'wo']",na
3421,8,"['su'; 'ha'; 'ki'; 're'; 'wo'; 'tsu'; 'ma'; 'na']",su
3422,3,"['ya'; 'na'; 'su'; 'ki'; 'ha'; 'o'; 'tsu'; 'ma']",su
3423,9,"['o'; 'ki'; 'wo'; 'ha'; 'tsu'; 'su'; 'na'; 'ma']",tsu
3424,1,"['o'; 'ha'; 'ma'; 'wo'; 'ya'; 'na'; 'ki'; 're']",na
3425,9,"['ha'; 'o'; 'su'; 'ki'; 'wo'; 'tsu'; 'ma'; 'na']",na
3426,8,"['tsu'; 'na'; 'wo'; 'ma'; 'ki'; 're'; 'ha'; 'su']",na
3427,2,"['tsu'; 'ha'; 're'; 'na'; 'o'; 'ma'; 'wo'; 'ya']",na
3428,5,"['ki'; 'o'; 'tsu'; 'ha'; 'na'; 'ya'; 'wo'; 're']",tsu
3429,8,"['ki'; 'ma'; 'su'; 'tsu'; 'na'; 're'; 'wo'; 'ha']",su
3430,3,"['ya'; 'su'; 'o'; 'tsu'; 'ha'; 'na'; 'ki'; 'ma']",na
3431,0,"['re'; 'su'; 'ki'; 'ha'; 'o'; 'ma'; 'na'; 'wo']",na
3432,1,"['re'; 'ya'; 'o'; 'ma'; 'ki'; 'na'; 'ha'; 'wo']",na
3433,9,"['o'; 'ki'; 'na'; 'ma'; 'su'; 'tsu'; 'wo'; 'ha']",ki
3434,3,"['ma'; 'ya'; 'su'; 'o'; 'ha'; 'na'; 'tsu'; 'ki']",su
3435,2,"['ha'; 'na'; 'o'; 'ya'; 're'; 'wo'; 'ma'; 'tsu']",tsu
3436,5,"['ki'; 're'; 'tsu'; 'na'; 'ya'; 'wo'; 'ha'; 'o']",na
3437,9,"['ha'; 'su'; 'ki'; 'tsu'; 'wo'; 'o'; 'na'; 'ma']",na
3438,7,"['o'; 'ya'; 're'; 'wo'; 'tsu'; 'ki'; 'su'; 'ha']",tsu
3439,2,"['o'; 'ha'; 'tsu'; 'na'; 're'; 'ma'; 'wo'; 'ya']",na
3440,2,"['tsu'; 'wo'; 'ya'; 'ha'; 'o'; 'ma'; 'na'; 're']",tsu
3441,7,"['wo'; 'tsu'; 'ha'; 'ya'; 're'; 'su'; 'ki'; 'o']",tsu
3442,3,"['tsu'; 'ki'; 'o'; 'ha'; 'na'; 'ma'; 'ya'; 'su']",ki
3443,6,"['ma'; 'ha'; 're'; 'ki'; 'tsu'; 'na'; 'su'; 'ya']",na
3444,3,"['na'; 'ha'; 'ki'; 'ma'; 'tsu'; 'su'; 'o'; 'ya']",tsu
3445,9,"['na'; 'ma'; 'tsu'; 'wo'; 'ki'; 'su'; 'ha'; 'o']",na
3446,7,"['tsu'; 'o'; 'su'; 'wo'; 'ha'; 're'; 'ki'; 'ya']",ha
3447,5,"['ki'; 'na'; 're'; 'ha'; 'tsu'; 'wo'; 'ya'; 'o']",na
3448,0,"['su'; 'ki'; 'ha'; 'na'; 'wo'; 'ma'; 'o'; 're']",re
3449,6,"['ha'; 'su'; 'ya'; 're'; 'na'; 'tsu'; 'ma'; 'ki']",su
3450,8,"['re'; 'na'; 'ki'; 'wo'; 'tsu'; 'ma'; 'ha'; 'su']",tsu
3451,5,"['na'; 'ha'; 'tsu'; 'o'; 'ya'; 'ki'; 'wo'; 're']",na
3452,1,"['re'; 'o'; 'ha'; 'ki'; 'na'; 'ya'; 'wo'; 'ma']",na
3453,7,"['su'; 'ha'; 're'; 'o'; 'ki'; 'wo'; 'ya'; 'tsu']",su
3454,6,"['ya'; 'ha'; 'tsu'; 'su'; 'ma'; 'na'; 're'; 'ki']",tsu
3455,1,"['wo'; 'na'; 'o'; 'ma'; 'ya'; 're'; 'ha'; 'ki']",na
3456,3,"['ki'; 'o'; 'ya'; 'ha'; 'su'; 'na'; 'tsu'; 'ma']",su
3457,9,"['su'; 'ki'; 'o'; 'ha'; 'wo'; 'tsu'; 'ma'; 'na']",su
3458,0,"['re'; 'o'; 'ha'; 'ma'; 'su'; 'wo'; 'na'; 'ki']",na
3459,9,"['o'; 'na'; 'wo'; 'ha'; 'ma'; 'ki'; 'tsu'; 'su']",tsu
3460,4,"['re'; 'su'; 'ki'; 'o'; 'tsu'; 'ya'; 'ma'; 'ha']",su
3461,6,"['ki'; 'su'; 'tsu'; 'ma'; 'ya'; 'na'; 're'; 'ha']",na
3462,9,"['su'; 'na'; 'wo'; 'ki'; 'ha'; 'o'; 'ma'; 'tsu']",na
3463,5,"['na'; 'ya'; 'o'; 're'; 'ha'; 'wo'; 'tsu'; 'ki']",tsu
3464,7,"['tsu'; 'su'; 'ya'; 'wo'; 'ki'; 'o'; 're'; 'ha']",ha
3465,1,"['wo'; 'na'; 'ya'; 'ma'; 'ki'; 're'; 'ha'; 'o']",na
3466,8,"['na'; 'ki'; 'tsu'; 'wo'; 'ha'; 'su'; 'ma'; 're']",ki
3467,7,"['ha'; 're'; 'o'; 'su'; 'ki'; 'ya'; 'tsu'; 'wo']",su
3468,5,"['ha'; 're'; 'ya'; 'ki'; 'tsu'; 'na'; 'wo'; 'o']",tsu
3469,9,"['wo'; 'ki'; 'tsu'; 'o'; 'su'; 'na'; 'ma'; 'ha']",ki
3470,7,"['o'; 'wo'; 'ki'; 're'; 'ha'; 'ya'; 'su'; 'tsu']",o
3471,5,"['wo'; 'ya'; 'ha'; 'ki'; 'o'; 'tsu'; 're'; 'na']",tsu
3472,7,"['re'; 'ha'; 'ki'; 'o'; 'ya'; 'su'; 'wo'; 'tsu']",su
3473,5,"['ha'; 'ya'; 'na'; 'o'; 'ki'; 'tsu'; 're'; 'wo']",tsu
3474,4,"['ha'; 'ma'; 'o'; 'tsu'; 're'; 'su'; 'ya'; 'ki']",tsu
3475,3,"['ha'; 'na'; 'ya'; 'ma'; 'ki'; 'su'; 'o'; 'tsu']",na
3476,6,"['na'; 'ma'; 'tsu'; 're'; 'su'; 'ha'; 'ya'; 'ki']",na
3477,2,"['ya'; 'ma'; 're'; 'o'; 'na'; 'wo'; 'tsu'; 'ha']",tsu
3478,1,"['o'; 're'; 'na'; 'ha'; 'ma'; 'ki'; 'wo'; 'ya']",o
3479,0,"['re'; 'wo'; 'o'; 'ki'; 'na'; 'ha'; 'su'; 'ma']",na
3480,2,"['ha'; 'ya'; 'o'; 'tsu'; 'ma'; 'na'; 're'; 'wo']",tsu
3481,2,"['ha'; 'wo'; 'ma'; 're'; 'o'; 'ya'; 'na'; 'tsu']",tsu
3482,2,"['wo'; 'ya'; 'ma'; 'o'; 're'; 'ha'; 'tsu'; 'na']",tsu
3483,4,"['ha'; 'su'; 're'; 'ki'; 'o'; 'ya'; 'tsu'; 'ma']",su
3484,3,"['tsu'; 'ha'; 'ki'; 'ya'; 'su'; 'ma'; 'na'; 'o']",na
3485,0,"['ki'; 'ma'; 'wo'; 're'; 'su'; 'o'; 'na'; 'ha']",na
3486,1,"['re'; 'wo'; 'o'; 'ha'; 'na'; 'ki'; 'ma'; 'ya']",re
3487,4,"['tsu'; 'ki'; 'ya'; 'o'; 'su'; 'ha'; 'ma'; 're']",ki
3488,6,"['ma'; 're'; 'tsu'; 'su'; 'na'; 'ki'; 'ya'; 'ha']",ha
3489,7,"['o'; 'ki'; 'su'; 'ha'; 're'; 'wo'; 'ya'; 'tsu']",su
3490,5,"['ya'; 'ha'; 'o'; 're'; 'ki'; 'tsu'; 'na'; 'wo']",tsu
3491,9,"['ma'; 'wo'; 'o'; 'ha'; 'tsu'; 'ki'; 'na'; 'su']",tsu
3492,3,"['ma'; 'ha'; 'ya'; 'tsu'; 'su'; 'o'; 'na'; 'ki']",tsu
3493,0,"['wo'; 'o'; 'ki'; 'su'; 'ha'; 'ma'; 'na'; 're']",na
3494,5,"['na'; 'o'; 'wo'; 'ha'; 'tsu'; 're'; 'ki'; 'ya']",na
3495,4,"['re'; 'ya'; 'su'; 'o'; 'tsu'; 'ha'; 'ma'; 'ki']",su
3496,3,"['o'; 'su'; 'ya'; 'tsu'; 'ma'; 'ha'; 'na'; 'ki']",na
3497,7,"['ki'; 're'; 'su'; 'wo'; 'ya'; 'o'; 'ha'; 'tsu']",su
3498,7,"['ha'; 'ki'; 'ya'; 'su'; 'tsu'; 'o'; 'wo'; 're']",ki
3499,5,"['na'; 'ki'; 're'; 'o'; 'wo'; 'tsu'; 'ha'; 'ya']",tsu
3500,0,"['ma'; 're'; 'o'; 'wo'; 'su'; 'na'; 'ki'; 'ha']",ha
3501,0,"['o'; 're'; 'ha'; 'wo'; 'ki'; 'ma'; 'na'; 'su']",na
3502,5,"['na'; 'wo'; 'tsu'; 'ki'; 're'; 'o'; 'ha'; 'ya']",na
3503,0,"['o'; 'ha'; 'ki'; 'na'; 'su'; 'wo'; 're'; 'ma']",na
3504,7,"['wo'; 'ha'; 'ki'; 're'; 'o'; 'tsu'; 'ya'; 'su']",tsu
3505,8,"['ki'; 're'; 'ha'; 'na'; 'ma'; 'wo'; 'tsu'; 'su']",tsu
3506,5,"['tsu'; 'ya'; 'ki'; 're'; 'o'; 'wo'; 'na'; 'ha']",ha
3507,7,"['tsu'; 'ha'; 'ki'; 'ya'; 'o'; 'wo'; 'su'; 're']",ha
3508,6,"['ha'; 're'; 'ya'; 'na'; 'ki'; 'ma'; 'tsu'; 'su']",tsu
3509,6,"['su'; 're'; 'ma'; 'ya'; 'ki'; 'tsu'; 'na'; 'ha']",su
3510,4,"['ya'; 'ki'; 'o'; 'ha'; 'tsu'; 'ma'; 'su'; 're']",tsu
3511,5,"['o'; 'ha'; 'wo'; 'ki'; 'tsu'; 'na'; 're'; 'ya']",tsu
3512,5,"['tsu'; 're'; 'na'; 'ki'; 'ha'; 'wo'; 'o'; 'ya']",na
3513,5,"['wo'; 'o'; 're'; 'ya'; 'ha'; 'na'; 'tsu'; 'ki']",tsu
3514,6,"['tsu'; 'ki'; 'ha'; 'na'; 'su'; 'ma'; 'ya'; 're']",ki
3515,8,"['na'; 'ma'; 'su'; 'wo'; 'ha'; 'tsu'; 'ki'; 're']",su
3516,9,"['ki'; 'ha'; 'na'; 'su'; 'wo'; 'tsu'; 'o'; 'ma']",su
3517,0,"['ki'; 'ma'; 'ha'; 'o'; 're'; 'su'; 'wo'; 'na']",na
3518,2,"['ha'; 'tsu'; 'na'; 're'; 'o'; 'wo'; 'ya'; 'ma']",na
3519,3,"['ha'; 'na'; 'ki'; 'o'; 'ma'; 'ya'; 'tsu'; 'su']",tsu
3520,6,"['su'; 'ma'; 'ki'; 'ya'; 'na'; 'ha'; 'tsu'; 're']",su
3521,7,"['o'; 're'; 'wo'; 'ya'; 'tsu'; 'su'; 'ki'; 'ha']",tsu
3522,4,"['tsu'; 'o'; 're'; 'su'; 'ma'; 'ki'; 'ya'; 'ha']",ha
3523,9,"['o'; 'ma'; 'su'; 'ki'; 'tsu'; 'na'; 'ha'; 'wo']",na
3524,4,"['tsu'; 'su'; 'ma'; 'ya'; 'ha'; 'ki'; 're'; 'o']",re
3525,3,"['ya'; 'ki'; 'o'; 'tsu'; 'ma'; 'ha'; 'na'; 'su']",tsu
3526,8,"['tsu'; 'na'; 'su'; 'ki'; 'ma'; 'wo'; 'ha'; 're']",na
3527,2,"['ya'; 'ha'; 'ma'; 'o'; 'na'; 'wo'; 're'; 'tsu']",tsu
3528,2,"['tsu'; 'wo'; 'o'; 'ma'; 'na'; 'ha'; 're'; 'ya']",na
3529,6,"['ki'; 'ya'; 'na'; 'ma'; 'su'; 'ha'; 're'; 'tsu']",su
3530,4,"['o'; 'ha'; 'ya'; 're'; 'ki'; 'ma'; 'su'; 'tsu']",su
3531,9,"['tsu'; 'wo'; 'o'; 'ha'; 'su'; 'ma'; 'na'; 'ki']",wo
3532,6,"['tsu'; 'na'; 'su'; 're'; 'ha'; 'ki'; 'ya'; 'ma']",na
3533,5,"['ya'; 'tsu'; 'na'; 'wo'; 'ki'; 'o'; 're'; 'ha']",na
3534,4,"['re'; 'ki'; 'su'; 'ma'; 'ha'; 'o'; 'ya'; 'tsu']",su
3535,4,"['su'; 'o'; 'tsu'; 'ha'; 'ki'; 're'; 'ma'; 'ya']",ha
3536,0,"['ma'; 'o'; 're'; 'ha'; 'wo'; 'na'; 'ki'; 'su']",na
3537,7,"['re'; 'tsu'; 'su'; 'wo'; 'ha'; 'o'; 'ki'; 'ya']",tsu
3538,7,"['ha'; 'tsu'; 'o'; 'wo'; 'ki'; 're'; 'ya'; 'su']",tsu
3539,1,"['o'; 'na'; 'ki'; 'ma'; 'ya'; 'ha'; 'wo'; 're']",na
3540,8,"['re'; 'na'; 'tsu'; 'wo'; 'ha'; 'ma'; 'su'; 'ki']",na
3541,1,"['ki'; 'na'; 'wo'; 'o'; 'ha'; 're'; 'ya'; 'ma']",na
3542,6,"['ya'; 'su'; 're'; 'na'; 'ki'; 'ha'; 'tsu'; 'ma']",su
3543,4,"['ma'; 're'; 'ki'; 'ya'; 'su'; 'tsu'; 'ha'; 'o']",su
3544,8,"['ma'; 'tsu'; 'ki'; 'na'; 'wo'; 'ha'; 'su'; 're']",na
3545,1,"['wo'; 'ya'; 'o'; 'ma'; 'ki'; 'ha'; 'na'; 're']",ha
3546,9,"['tsu'; 'wo'; 'na'; 'su'; 'ki'; 'o'; 'ma'; 'ha']",na
3547,7,"['ha'; 'wo'; 'o'; 'su'; 'tsu'; 'ki'; 're'; 'ya']",wo
3548,5,"['tsu'; 'na'; 're'; 'ha'; 'ki'; 'o'; 'wo'; 'ya']",na
3549,4,"['ma'; 're'; 'su'; 'tsu'; 'o'; 'ya'; 'ha'; 'ki']",ha
3550,5,"['tsu'; 'ha'; 'ki'; 'wo'; 're'; 'na'; 'ya'; 'o']",na
3551,9,"['tsu'; 'o'; 'ma'; 'su'; 'wo'; 'ki'; 'ha'; 'na']",na
3552,8,"['ha'; 'ki'; 'ma'; 'wo'; 're'; 'su'; 'na'; 'tsu']",su
3553,9,"['ma'; 'o'; 'ha'; 'tsu'; 'ki'; 'wo'; 'na'; 'su']",tsu
3554,8,"['tsu'; 'wo'; 'na'; 're'; 'su'; 'ki'; 'ha'; 'ma']",wo
3555,4,"['o'; 'ha'; 'ya'; 'ki'; 'ma'; 'tsu'; 'su'; 're']",tsu
3556,4,"['su'; 'ha'; 'ya'; 're'; 'o'; 'ma'; 'ki'; 'tsu']",su
3557,4,"['ma'; 'tsu'; 'o'; 'ha'; 'ya'; 're'; 'su'; 'ki']",tsu
3558,4,"['tsu'; 're'; 'ya'; 'su'; 'ha'; 'ki'; 'ma'; 'o']",ha
3559,1,"['wo'; 'ma'; 'ha'; 'ki'; 'na'; 'o'; 're'; 'ya']",na
3560,7,"['o'; 'tsu'; 'ki'; 'ha'; 'ya'; 'wo'; 'su'; 're']",tsu
3561,3,"['ma'; 'ha'; 'ki'; 'su'; 'na'; 'ya'; 'o'; 'tsu']",su
3562,1,"['ki'; 'o'; 're'; 'ma'; 'ha'; 'na'; 'wo'; 'ya']",na
3563,0,"['na'; 're'; 'ki'; 'su'; 'ha'; 'ma'; 'o'; 'wo']",na
3564,3,"['ma'; 'tsu'; 'o'; 'su'; 'na'; 'ha'; 'ya'; 'ki']",tsu
3565,1,"['wo'; 'ha'; 'ya'; 'ma'; 're'; 'ki'; 'o'; 'na']",na
3566,1,"['na'; 'o'; 'ki'; 'ha'; 're'; 'wo'; 'ma'; 'ya']",na
3567,3,"['o'; 'ha'; 'na'; 'ma'; 'su'; 'tsu'; 'ya'; 'ki']",su
3568,9,"['o'; 'tsu'; 'su'; 'ma'; 'ha'; 'ki'; 'na'; 'wo']",tsu
3569,6,"['su'; 'tsu'; 'ma'; 'na'; 're'; 'ha'; 'ya'; 'ki']",na
3570,5,"['ha'; 'na'; 'tsu'; 'ki'; 're'; 'ya'; 'wo'; 'o']",na
3571,5,"['wo'; 'tsu'; 'ha'; 're'; 'o'; 'ya'; 'ki'; 'na']",na
3572,5,"['tsu'; 'ya'; 'ha'; 'wo'; 're'; 'o'; 'ki'; 'na']",na
3573,1,"['ha'; 'ki'; 're'; 'ya'; 'o'; 'na'; 'ma'; 'wo']",ki
3574,5,"['tsu'; 'wo'; 'o'; 'na'; 'ki'; 'ya'; 'ha'; 're']",na
3575,9,"['wo'; 'o'; 'tsu'; 'ki'; 'ma'; 'ha'; 'na'; 'su']",tsu
3576,9,"['tsu'; 'ha'; 'ma'; 'wo'; 'o'; 'ki'; 'na'; 'su']",ha
3577,6,"['ma'; 'ki'; 'tsu'; 'ya'; 'su'; 'na'; 'ha'; 're']",ki
3578,7,"['tsu'; 're'; 'ya'; 'o'; 'su'; 'wo'; 'ha'; 'ki']",ha
3579,9,"['na'; 'tsu'; 'ha'; 'wo'; 'ki'; 'su'; 'o'; 'ma']",na
3580,0,"['wo'; 'na'; 'ha'; 're'; 'o'; 'ma'; 'ki'; 'su']",na
3581,5,"['o'; 'tsu'; 'wo'; 'na'; 're'; 'ki'; 'ha'; 'ya']",tsu
